qpu_width,name,mip_num_cuts,mip_subcircuits_num,mip_DataFlux,mip_Latency,mip_Fidelity,basic_num_cuts,basic_subcircuits_num,basic_DataFlux,basic_Latency,basic_Fidelity,error_num_cuts,error_subcircuits_num,error_DataFlux,error_Latency,error_Fidelity,latency_num_cuts,latency_subcircuits_num,latency_DataFlux,latency_Latency,latency_Fidelity
50,graphstate_nativegates_ibm_qiskit_opt3_84,2.0,2.0,32.0,3.3999999999999988e-06,0.8999957619414266,,,,,,,,,,,,,,,
50,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,3.0,2.0,48,2.9499999999999993e-06,0.8990957776905586,,,,,,,,,,
27,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,4.0,4.0,48,3.3999999999999988e-06,0.8981966935921111,,,,,
27,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,,,,,,4.0,4.0,48,3.3999999999999988e-06,0.8981966935921109
65,graphstate_nativegates_ibm_qiskit_opt3_84,2.0,2.0,32.0,3.3999999999999988e-06,0.899995761761386,,,,,,,,,,,,,,,
16,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,8.0,7.0,48,3.3999999999999988e-06,0.8946093389364015,,,,,
65,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,2.0,2.0,32,3.249999999999999e-06,0.8999957617613862,,,,,,,,,,
16,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,8.0,7.0,48,3.249999999999999e-06,0.8946093389364016,,,,,,,,,,
65,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,2.0,2.0,32,3.3999999999999988e-06,0.8999957617613863,,,,,
16,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,,,,,,8.0,7.0,48,3.249999999999999e-06,0.8946093389364016
27,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,4.0,4.0,48,3.3999999999999988e-06,0.8981966935921109,,,,,,,,,,
50,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,3.0,2.0,48,3.3999999999999988e-06,0.8990957776905587,,,,,
65,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,,,,,,2.0,2.0,32,3.249999999999999e-06,0.8999957617613862
50,graphstate_nativegates_ibm_qiskit_opt3_84,,,,,,,,,,,,,,,,2.0,2.0,32,3.249999999999999e-06,0.8999957617613863
16,graphstate_nativegates_ibm_qiskit_opt3_84,6.0,6.0,48.0,3.3999999999999988e-06,0.8964012224306988,,,,,,,,,,,,,,,
27,graphstate_nativegates_ibm_qiskit_opt3_84,4.0,4.0,48.0,3.249999999999999e-06,0.898196693951472,,,,,,,,,,,,,,,
65,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,,,,,,,,,,,2.0,2.0,32,4.210000000000008e-05,0.8330464088920861
50,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,4.0,3.0,256,3.235000000000005e-05,0.8313812189888684,,,,,,,,,,
65,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,,,,,,2.0,2.0,32,4.210000000000008e-05,0.8330464088920861,,,,,
27,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,,,,,,8.0,5.0,256,1.7399999999999996e-05,0.8280608182537581,,,,,
27,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,,,,,,,,,,,8.0,5.0,256,1.7399999999999996e-05,0.8280608182537581
27,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,8.0,5.0,256,1.7399999999999996e-05,0.8280608182537581,,,,,,,,,,
50,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,,,,,,4.0,3.0,256,3.235000000000005e-05,0.8313812189888684,,,,,
50,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,,,,,,,,,,,4.0,3.0,256,3.235000000000005e-05,0.8313812189888684
65,wstate_nativegates_ibm_qiskit_opt3_124,,,,,,2.0,2.0,32,4.210000000000008e-05,0.8330464088920861,,,,,,,,,,
65,wstate_nativegates_ibm_qiskit_opt3_124,2.0,2.0,32.0,4.210000000000008e-05,0.8330464076419416,,,,,,,,,,,,,,,
27,realamprandom_nativegates_ibm_qiskit_opt3_30,,,,,,90.0,5.0,18014398509481984,2.5699999999999978e-05,0.6796449308256944,,,,,,,,,,
16,realamprandom_nativegates_ibm_qiskit_opt3_30,,,,,,,,,,,210.0,15.0,4294967296,1.4700000000000005e-05,0.6028538633490552,,,,,
16,realamprandom_nativegates_ibm_qiskit_opt3_30,,,,,,,,,,,,,,,,210.0,15.0,4294967296,1.4700000000000005e-05,0.6028538633490552
16,realamprandom_nativegates_ibm_qiskit_opt3_30,,,,,,210.0,15.0,4294967296,1.4700000000000005e-05,0.6028538633490552,,,,,,,,,,
27,realamprandom_nativegates_ibm_qiskit_opt3_30,,,,,,,,,,,,,,,,90.0,5.0,18014398509481984,2.5699999999999978e-05,0.6796449308256944
27,realamprandom_nativegates_ibm_qiskit_opt3_30,,,,,,,,,,,90.0,5.0,18014398509481984,2.5699999999999978e-05,0.6796449308256944,,,,,
5,dj_nativegates_ibm_qiskit_opt3_8,,,,,,1.0,2.0,8,2.2499999999999996e-06,0.9892732273393317,,,,,,,,,,
5,dj_nativegates_ibm_qiskit_opt3_8,1.0,2.0,8.0,2.2499999999999996e-06,0.9892732303093189,,,,,,,,,,,,,,,
5,dj_nativegates_ibm_qiskit_opt3_8,,,,,,,,,,,1.0,2.0,8,2.2499999999999996e-06,0.9892732273393317,,,,,
5,dj_nativegates_ibm_qiskit_opt3_8,,,,,,,,,,,,,,,,1.0,2.0,8,2.2499999999999996e-06,0.9892732273393317
27,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,,,,,,131.0,7.0,18014398509481984,4.099999999999998e-05,0.5930086638033666,,,,,
16,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,,,,,,,,,,,213.0,18.0,4294967296,2.5749999999999996e-05,0.5464397251548082
16,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,,,,,,213.0,18.0,4294967296,2.5749999999999996e-05,0.5464397251548082,,,,,
50,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,69.0,3.0,1267650600228229401496703205376,0.00010144999999999993,0.6307282939880666,,,,,,,,,,
27,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,,,,,,,,,,,131.0,7.0,18014398509481984,4.099999999999998e-05,0.5930086638033666
50,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,,,,,,,,,,,69.0,3.0,1267650600228229401496703205376,0.00010144999999999993,0.6307282939880666
50,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,,,,,,69.0,3.0,1267650600228229401496703205376,0.00010144999999999993,0.6307282939880666,,,,,
16,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,224.0,19.0,4294967296,2.2899999999999998e-05,0.5404717585858704,,,,,,,,,,
27,peexact_nativegates_ibm_qiskit_opt3_52,,,,,,131.0,7.0,18014398509481984,4.099999999999998e-05,0.5930086638033666,,,,,,,,,,
27,dj_nativegates_ibm_qiskit_opt3_123,,,,,,,,,,,4.0,5.0,52,1.3250000000000004e-05,0.8541827124393717,,,,,
27,dj_nativegates_ibm_qiskit_opt3_123,4.0,5.0,40.0,1.3250000000000004e-05,0.854182914943782,,,,,,,,,,,,,,,
50,dj_nativegates_ibm_qiskit_opt3_123,,,,,,,,,,,,,,,,2.0,3.0,24,2.474999999999998e-05,0.8558834780736073
50,dj_nativegates_ibm_qiskit_opt3_123,,,,,,2.0,3.0,24,2.474999999999998e-05,0.8558834780736073,,,,,,,,,,
65,dj_nativegates_ibm_qiskit_opt3_123,,,,,,,,,,,,,,,,1.0,2.0,8,3.2249999999999964e-05,0.8567312008912117
65,dj_nativegates_ibm_qiskit_opt3_123,,,,,,1.0,2.0,8,3.2249999999999964e-05,0.8567312008912117,,,,,,,,,,
65,dj_nativegates_ibm_qiskit_opt3_123,,,,,,,,,,,1.0,2.0,8,3.2249999999999964e-05,0.8567312008912117,,,,,
65,dj_nativegates_ibm_qiskit_opt3_123,1.0,2.0,8.0,3.1749999999999965e-05,0.8567312572661023,,,,,,,,,,,,,,,
27,dj_nativegates_ibm_qiskit_opt3_123,,,,,,,,,,,,,,,,4.0,5.0,52,1.3250000000000004e-05,0.8541827124393717
50,dj_nativegates_ibm_qiskit_opt3_123,,,,,,,,,,,2.0,3.0,24,2.474999999999998e-05,0.8558834780736073,,,,,
50,dj_nativegates_ibm_qiskit_opt3_123,2.0,3.0,24.0,2.124999999999999e-05,0.8558852865675428,,,,,,,,,,,,,,,
27,dj_nativegates_ibm_qiskit_opt3_123,,,,,,4.0,5.0,52,1.3250000000000004e-05,0.8541827124393717,,,,,,,,,,
20,ghz_nativegates_ibm_qiskit_opt3_32,1.0,2.0,8.0,9.650000000000002e-06,0.961513075927367,,,,,,,,,,,,,,,
20,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,1.0,2.0,8,9.650000000000002e-06,0.961513075927367,,,,,
27,ghz_nativegates_ibm_qiskit_opt3_32,1.0,2.0,8.0,1.0150000000000003e-05,0.961513075927367,,,,,,,,,,,,,,,
10,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,3.0,4.0,40,4.6499999999999995e-06,0.9595910304842477,,,,,,,,,,
20,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,,,,,,1.0,2.0,8,9.650000000000002e-06,0.961513075927367
15,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,,,,,,2.0,3.0,24,7.150000000000001e-06,0.9605515724588767
16,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,2.0,3.0,24,7.650000000000001e-06,0.9605515724588765,,,,,,,,,,
27,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,1.0,2.0,8,1.3150000000000005e-05,0.9615130759273672,,,,,,,,,,
30,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,,,,,,1.0,2.0,8,1.4650000000000005e-05,0.9615130759273671
15,ghz_nativegates_ibm_qiskit_opt3_32,2.0,3.0,24.0,6.500000000000001e-06,0.9605515724588766,,,,,,,,,,,,,,,
15,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,2.0,3.0,24,7.150000000000001e-06,0.9605515724588767,,,,,
30,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,1.0,2.0,8,1.4650000000000005e-05,0.9615130759273671,,,,,
25,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,1.0,2.0,8,1.2150000000000004e-05,0.9615130759273671,,,,,,,,,,
10,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,,,,,,3.0,4.0,40,4.6499999999999995e-06,0.9595910304842477
25,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,,,,,,1.0,2.0,8,1.2150000000000004e-05,0.9615130759273671
25,ghz_nativegates_ibm_qiskit_opt3_32,1.0,2.0,8.0,1.0150000000000003e-05,0.961513075927367,,,,,,,,,,,,,,,
25,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,1.0,2.0,8,1.2150000000000004e-05,0.9615130759273671,,,,,
27,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,,,,,,1.0,2.0,8,1.3150000000000005e-05,0.9615130759273672
15,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,2.0,3.0,24,7.150000000000001e-06,0.9605515724588767,,,,,,,,,,
30,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,1.0,2.0,8,1.4650000000000005e-05,0.9615130759273671,,,,,,,,,,
16,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,2.0,3.0,24,7.650000000000001e-06,0.9605515724588765,,,,,
16,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,,,,,,2.0,3.0,24,7.650000000000001e-06,0.9605515724588765
27,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,1.0,2.0,8,1.3150000000000005e-05,0.9615130759273672,,,,,
10,ghz_nativegates_ibm_qiskit_opt3_32,3.0,4.0,40.0,4.5e-06,0.9595910304842475,,,,,,,,,,,,,,,
16,ghz_nativegates_ibm_qiskit_opt3_32,2.0,3.0,24.0,7.000000000000002e-06,0.9605515724588766,,,,,,,,,,,,,,,
10,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,,,,,,3.0,4.0,40,4.6499999999999995e-06,0.9595910304842477,,,,,
30,ghz_nativegates_ibm_qiskit_opt3_32,1.0,2.0,8.0,1.0150000000000003e-05,0.961513075927367,,,,,,,,,,,,,,,
20,ghz_nativegates_ibm_qiskit_opt3_32,,,,,,1.0,2.0,8,9.650000000000002e-06,0.961513075927367,,,,,,,,,,
16,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,,,,,,,,,,,148.0,13.0,4294967296,2.5749999999999996e-05,0.6546352609199646
10,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,239.0,29.0,1048576,1.4450000000000004e-05,0.5977177146021061,,,,,,,,,,
27,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,,,,,,87.0,5.0,18014398509481984,4.099999999999998e-05,0.6957047856304246,,,,,
27,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,,,,,,,,,,,87.0,5.0,18014398509481984,4.099999999999998e-05,0.6957047856304246
16,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,,,,,,148.0,13.0,4294967296,2.5749999999999996e-05,0.6546352609199646,,,,,
16,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,159.0,14.0,4294967296,2.5099999999999997e-05,0.6474839601573973,,,,,,,,,,
27,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,87.0,5.0,18014398509481984,4.099999999999998e-05,0.6957047856304246,,,,,,,,,,
10,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,,,,,,,,,,,226.0,28.0,1048576,1.4450000000000004e-05,0.6055420181033514
10,peexact_nativegates_ibm_qiskit_opt3_39,,,,,,,,,,,226.0,28.0,1048576,1.4450000000000004e-05,0.6055420181033514,,,,,
65,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325,,,,,
56,graphstate_indep_qiskit_108,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
66,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325
71,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
91,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
76,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
101,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
50,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624325
56,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325
46,graphstate_indep_qiskit_108,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
61,graphstate_indep_qiskit_108,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
81,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
46,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624325
106,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
86,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
51,graphstate_indep_qiskit_108,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
76,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
27,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,3.0,5.0,51,3.5499999999999995e-06,0.8748193371649039
96,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
96,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
50,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624325,,,,,
106,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
36,graphstate_indep_qiskit_108,,,,,,3.0,4.0,51,3.5499999999999995e-06,0.8748193371649038,,,,,,,,,,
41,graphstate_indep_qiskit_108,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
27,graphstate_indep_qiskit_108,,,,,,,,,,,3.0,5.0,51,3.5499999999999995e-06,0.874819337164904,,,,,
27,graphstate_indep_qiskit_108,5.0,5.0,48.0,3.0499999999999996e-06,0.8730705925214981,,,,,,,,,,,,,,,
66,graphstate_indep_qiskit_108,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
86,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
65,graphstate_indep_qiskit_108,2.0,2.0,32.0,3.5499999999999995e-06,0.8756950225624321,,,,,,,,,,,,,,,
86,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
66,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325,,,,,
41,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624323
41,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,
65,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325
51,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624325
27,graphstate_indep_qiskit_108,,,,,,3.0,5.0,51,3.5499999999999995e-06,0.874819337164904,,,,,,,,,,
50,graphstate_indep_qiskit_108,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
71,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
96,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
76,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
106,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
36,graphstate_indep_qiskit_108,,,,,,,,,,,3.0,4.0,51,3.5499999999999995e-06,0.874819337164904,,,,,
51,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624325,,,,,
61,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325
36,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,3.0,4.0,51,3.5499999999999995e-06,0.8748193371649039
50,graphstate_indep_qiskit_108,3.0,3.0,48.0,3.5499999999999995e-06,0.874819337164904,,,,,,,,,,,,,,,
81,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
61,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325,,,,,
46,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,3.0,35,3.5499999999999995e-06,0.8756950225624325,,,,,
91,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
71,graphstate_indep_qiskit_108,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,
91,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
101,graphstate_indep_qiskit_108,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555,,,,,,,,,,
65,graphstate_indep_qiskit_108,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624323,,,,,,,,,,
101,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
56,graphstate_indep_qiskit_108,,,,,,,,,,,2.0,2.0,35,3.5499999999999995e-06,0.8756950225624325,,,,,
81,graphstate_indep_qiskit_108,,,,,,,,,,,,,,,,0.0,2.0,4,3.5499999999999995e-06,0.8774490238918555
27,wstate_indep_qiskit_89,6.0,4.0,288.0,1.3700000000000003e-05,0.8763190401974992,,,,,,,,,,,,,,,
65,wstate_indep_qiskit_89,,,,,,2.0,2.0,32,3.5699999999999994e-05,0.8798329807429943,,,,,,,,,,
50,wstate_indep_qiskit_89,2.0,2.0,32.0,2.7399999999999995e-05,0.8798329807429941,,,,,,,,,,,,,,,
65,wstate_indep_qiskit_89,2.0,2.0,32.0,2.8549999999999996e-05,0.8798329807429943,,,,,,,,,,,,,,,
16,wstate_indep_qiskit_89,,,,,,12.0,7.0,256,8.750000000000004e-06,0.8710744343139771,,,,,,,,,,
50,wstate_indep_qiskit_89,,,,,,,,,,,2.0,2.0,32,2.7449999999999996e-05,0.8798329807429942,,,,,
27,wstate_indep_qiskit_89,,,,,,6.0,4.0,256,1.4800000000000002e-05,0.8763190435289109,,,,,,,,,,
16,wstate_indep_qiskit_89,,,,,,,,,,,,,,,,12.0,7.0,256,8.750000000000004e-06,0.8710744343139771
27,wstate_indep_qiskit_89,,,,,,,,,,,,,,,,6.0,4.0,256,1.4800000000000002e-05,0.8763190435289109
65,wstate_indep_qiskit_89,,,,,,,,,,,,,,,,2.0,2.0,32,3.5699999999999994e-05,0.8798329807429943
27,wstate_indep_qiskit_89,,,,,,,,,,,6.0,4.0,256,1.4800000000000002e-05,0.8763190435289109,,,,,
50,wstate_indep_qiskit_89,,,,,,2.0,2.0,32,2.7449999999999996e-05,0.8798329807429942,,,,,,,,,,
16,wstate_indep_qiskit_89,,,,,,,,,,,12.0,7.0,256,8.750000000000004e-06,0.8710744343139771,,,,,
50,wstate_indep_qiskit_89,,,,,,,,,,,,,,,,2.0,2.0,32,2.7449999999999996e-05,0.8798329807429942
65,wstate_indep_qiskit_89,,,,,,,,,,,2.0,2.0,32,3.5699999999999994e-05,0.8798329807429943,,,,,
10,peexact_indep_qiskit_15,,,,,,34.0,5.0,1048576,8.1e-06,0.930789875089217,,,,,,,,,,
5,peexact_indep_qiskit_15,,,,,,78.0,19.0,1024,3.5499999999999995e-06,0.8907071189122061,,,,,,,,,,
10,peexact_indep_qiskit_15,,,,,,,,,,,,,,,,34.0,5.0,1048576,8.1e-06,0.930789875089217
5,peexact_indep_qiskit_15,,,,,,,,,,,78.0,19.0,1024,3.5499999999999995e-06,0.8907071189122061,,,,,
10,peexact_indep_qiskit_15,,,,,,,,,,,34.0,5.0,1048576,8.1e-06,0.930789875089217,,,,,
5,peexact_indep_qiskit_15,,,,,,,,,,,,,,,,78.0,19.0,1024,3.5499999999999995e-06,0.8907071189122061
27,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,,,,,,,,,,,131.0,7.0,18014398509481984,4.1699999999999984e-05,0.5875606761620934
27,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,131.0,7.0,18014398509481984,4.1699999999999984e-05,0.5875606761620934,,,,,,,,,,
50,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,,,,,,70.0,3.0,1267650600228229401496703205376,0.00010034999999999993,0.6243198390545648,,,,,
16,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,242.0,20.0,4294967296,2.1799999999999998e-05,0.5259560463437977,,,,,,,,,,
16,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,,,,,,,,,,,231.0,19.0,4294967296,2.5749999999999996e-05,0.5317664611382197
16,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,,,,,,231.0,19.0,4294967296,2.5749999999999996e-05,0.5317664611382197,,,,,
50,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,70.0,3.0,1267650600228229401496703205376,0.00010034999999999993,0.6243198390545648,,,,,,,,,,
50,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,,,,,,,,,,,70.0,3.0,1267650600228229401496703205376,0.00010034999999999993,0.6243198390545648
27,peexact_nativegates_ibm_qiskit_opt3_53,,,,,,,,,,,131.0,7.0,18014398509481984,4.1699999999999984e-05,0.5875606761620934,,,,,
27,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,,,,,,4.0,4.0,49,2.9499999999999993e-06,0.9070823989640471
27,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,4.0,4.0,49,3.599999999999999e-06,0.9070823989640469,,,,,,,,,,
50,graphstate_nativegates_ibm_qiskit_opt3_76,2.0,2.0,32.0,3.599999999999999e-06,0.9088992651870464,,,,,,,,,,,,,,,
16,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,6.0,6.0,49,3.599999999999999e-06,0.9052691647909301,,,,,,,,,,
65,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,2.0,2.0,33,3.249999999999999e-06,0.9088992650052249,,,,,
50,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,2.0,2.0,33,3.249999999999999e-06,0.9088992650052249,,,,,
65,graphstate_nativegates_ibm_qiskit_opt3_76,2.0,2.0,32.0,3.599999999999999e-06,0.9088992650052249,,,,,,,,,,,,,,,
50,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,2.0,2.0,33,3.599999999999999e-06,0.9088992650052249,,,,,,,,,,
65,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,,,,,,2.0,2.0,33,3.249999999999999e-06,0.9088992650052249
50,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,,,,,,2.0,2.0,33,3.249999999999999e-06,0.9088992650052249
16,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,7.0,6.0,49,2.9499999999999993e-06,0.9043639073855748,,,,,
65,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,2.0,2.0,33,3.599999999999999e-06,0.9088992650052249,,,,,,,,,,
16,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,,,,,,7.0,6.0,49,2.9499999999999993e-06,0.9043639073855748
16,graphstate_nativegates_ibm_qiskit_opt3_76,6.0,6.0,48.0,3.599999999999999e-06,0.9052691653342163,,,,,,,,,,,,,,,
27,graphstate_nativegates_ibm_qiskit_opt3_76,,,,,,,,,,,4.0,4.0,49,2.9499999999999993e-06,0.9070823989640469,,,,,
27,graphstate_nativegates_ibm_qiskit_opt3_76,3.0,3.0,48.0,3.599999999999999e-06,0.9079903777284495,,,,,,,,,,,,,,,
50,wstate_indep_qiskit_87,,,,,,,,,,,2.0,2.0,32,2.7449999999999996e-05,0.8823362965721567,,,,,
16,wstate_indep_qiskit_87,,,,,,12.0,7.0,256,8.750000000000004e-06,0.8735528301771958,,,,,,,,,,
16,wstate_indep_qiskit_87,,,,,,,,,,,,,,,,12.0,7.0,256,8.750000000000004e-06,0.8735528301771958
